GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488
246705	0	1	0	0	0	0
284825	13	25	34	35	23	58
101927973	4	7	16	12	2	10
102724420	9	8	13	12	5	6
105372764	0	1	3	12	5	3
29104	663	492	1200	445	377	861
118421	3	4	2	1	0	6
26046	718	1234	1473	400	330	999
105372766	0	0	1	0	0	0
10069	337	226	619	412	329	506
10600	1257	1486	2220	496	508	1354
10694	3905	3336	5843	1683	2565	3313
56911	260	249	285	121	93	140
105372767	2	4	1	5	1	0
193629	8	8	1	0	1	2
105369299	13	9	14	3	3	4
571	1451	2643	2037	474	454	683
100874322	3	1	0	11	0	2
107985486	12	6	1	7	3	3
105372770	1	0	0	5	0	0
54147	0	0	0	3	0	0
2897	34	66	87	42	18	62
105372768	11	23	29	2	4	12
100379661	23	17	20	30	14	11
642976	3	10	9	9	3	1
26285	0	0	1	0	1	0
266919	0	0	0	0	0	2
9073	40	82	86	50	66	176
643803	0	0	0	0	0	0
100131902	0	0	0	0	0	0
388818	0	2	2	0	0	0
643812	0	0	0	0	0	0
337963	0	0	0	0	0	0
337959	0	0	3	0	1	1
100422891	0	0	0	0	0	0
105372772	0	0	0	0	0	0
140258	0	0	1	0	0	0
337960	0	0	1	0	0	0
284827	0	0	0	0	0	0
254950	0	0	1	0	0	0
337882	0	0	0	1	3	0
337969	0	0	0	0	0	0
337970	0	0	1	0	0	0
337971	0	0	1	0	0	0
337972	0	0	1	0	0	0
337973	0	0	0	0	0	0
337974	0	0	0	0	0	0
100288287	0	0	0	0	0	0
337968	0	0	1	0	1	0
337967	0	0	0	0	0	0
337979	0	0	0	0	0	0
337966	0	0	1	1	0	0
337975	0	0	0	0	0	0
100151643	0	0	0	0	0	0
337976	6	0	0	0	0	0
337985	0	0	0	0	0	0
105372773	0	0	0	0	0	0
100288323	0	0	0	0	0	0
337978	0	0	1	0	0	0
337977	0	0	0	0	0	0
337879	0	0	1	0	1	0
337878	0	0	4	0	2	0
337880	0	0	1	0	0	0
105372776	0	0	0	1	0	1
105372775	0	0	0	0	1	0
105372774	0	0	0	0	0	0
728299	0	0	1	0	0	0
7074	544	1154	1136	288	376	596
107985487	5	19	5	2	1	2
105372777	2	0	1	3	2	0
150051	4	2	10	1	5	0
107985488	0	0	0	0	0	0
102724449	1	3	1	0	1	3
6647	4888	4665	9377	4420	5195	5053
57466	1019	1400	1482	340	689	1357
30811	227	1429	342	37	266	278
100551499	1	0	1	0	1	0
54069	131	193	247	114	109	181
56246	248	373	388	93	188	325
105372779	9	6	6	4	3	9
9875	2138	5583	3414	868	1280	3582
677846	0	2	0	1	0	0
84996	104	100	131	84	127	111
59271	3413	1858	4847	4257	2773	2270
110091775	422	493	752	121	342	544
140290	7	15	33	9	9	15
105372782	2	4	11	5	4	13
56683	731	887	1354	368	592	870
8867	326	562	543	116	148	404
100506215	52	98	102	22	24	68
94104	697	989	1254	306	374	837
54067	4	11	17	5	7	12
56245	3	3	3	4	4	6
105377136	1	0	3	0	0	2
102724502	0	0	0	0	1	0
10215	2	0	6	1	4	4
107985505	0	0	0	1	2	0
105372785	0	0	0	2	0	0
101930746	0	0	0	0	0	0
116448	1	5	2	1	6	3
101928107	0	0	0	0	0	0
728409	0	0	0	0	0	0
105372787	0	0	0	0	0	0
3455	1023	1453	1886	499	744	1165
100288432	32	45	44	41	38	29
3588	1496	1407	2134	890	1251	1345
3454	3632	3456	4175	2235	1507	2187
3460	2433	2828	4825	1442	2330	2165
757	2000	2320	3863	975	1753	2199
54943	28	34	33	24	17	44
2618	1314	1540	1968	641	789	1596
6651	5236	7825	9166	2558	2377	5436
102465248	4	55	16	11	0	13
107985481	447	560	739	48	75	506
29980	365	409	581	147	185	414
9946	366	558	744	293	256	444
6453	2552	3178	3439	963	1071	2145
539	3228	3109	6927	4390	3434	3515
100506334	26	56	76	45	77	36
101928126	43	31	63	43	14	27
105372790	1	0	2	0	1	0
105372789	0	0	0	0	0	0
64968	5438	2358	5523	4099	1526	1881
6526	7322	4238	7821	2599	763	2014
114036	49	8	29	20	6	8
105372791	22	16	31	12	8	16
9992	12	7	8	15	6	5
54065	182	169	300	139	138	190
101928147	15	19	22	1	3	25
105372793	12	27	31	8	15	17
388820	0	2	1	0	0	1
3753	16	36	8	30	18	21
1827	9996	3675	2660	709	822	1346
54102	164	536	46	30	15	20
54064	0	4	0	0	0	0
107985515	1	2	0	1	1	0
100506385	127	193	135	63	42	46
861	2116	2393	2324	1081	891	1350
102724584	386	206	145	166	66	45
112267915	491	121	206	192	65	30
80215	3	2	5	5	0	1
100506403	0	0	0	0	0	0
768219	0	0	0	0	0	0
54036	0	1	0	0	0	0
101928269	0	3	1	0	1	2
100996609	8	36	13	7	1	5
54093	527	498	925	307	439	645
105369295	3	2	1	1	1	3
100133286	283	354	537	43	345	530
873	1005	973	1568	593	1607	1644
105369306	18	24	65	53	66	123
100506428	103	120	172	166	120	179
874	147	99	321	301	211	261
9980	391	967	445	116	208	469
23515	952	1262	1480	380	266	755
8208	95	118	178	65	112	108
105369301	20	51	38	9	11	9
23562	15	47	5	30	30	22
105369308	0	0	1	0	0	0
6493	16	8	51	12	15	22
107985492	0	0	1	0	2	0
3141	582	913	1150	446	408	717
105369305	0	0	0	3	0	0
53820	0	5	12	0	6	3
105372795	18	8	20	19	11	13
51227	783	449	886	588	439	485
7267	4115	5602	6903	2316	2293	5404
100874006	101	170	154	15	17	153
257203	4	4	20	6	8	18
10311	1538	1713	2034	698	693	1426
1859	1767	2865	2988	561	705	1923
105372797	1	4	3	2	0	0
105372798	12	18	13	6	4	10
3763	8	20	14	9	31	60
107985507	0	0	1	0	1	3
105372799	1	1	0	0	0	0
101928368	0	0	0	0	1	1
10281	4	13	1	1	7	1
84677	0	44	1	2	29	1
259234	0	3	1	0	0	0
3772	26	133	35	13	15	23
105372801	0	11	0	0	0	0
102724678	0	1	0	0	0	1
107985513	38	28	16	12	5	10
2078	768	1152	855	207	253	812
105372802	6	10	11	2	4	6
400866	0	1	5	0	0	1
107985480	2	0	2	0	1	0
2114	12757	12630	12012	2092	4532	7869
101928398	0	1	2	2	0	1
400867	90	127	72	20	98	634
101928435	1	0	4	0	2	0
102724740	110	67	209	19	31	28
105372803	8	3	11	1	2	4
107985484	7	14	7	5	4	5
8624	641	480	906	358	368	580
54014	1764	2117	2660	752	654	1415
103091865	8	15	16	5	11	17
100874093	0	2	5	2	1	1
3150	7944	6556	10186	3739	3655	5928
105372804	0	0	0	0	0	1
7485	622	495	1297	518	355	571
106865373	210	242	498	41	107	294
150082	18	47	68	13	16	49
6450	55	44	108	31	40	73
102466972	0	0	0	0	0	0
114041	65	34	60	9	9	68
10317	190	142	190	128	55	279
150084	33	27	31	12	9	37
107985499	6	1	3	0	0	4
107985500	2	1	1	0	2	6
5121	7	1	14	10	2	12
1826	1	7	4	0	4	1
100616148	0	0	0	0	0	0
100506492	2	1	0	0	1	0
105369294	0	0	0	0	0	0
100874326	0	0	0	0	0	0
284835	4	28	7	11	12	15
107985495	7	49	3	1	19	64
100423023	1	10	2	2	0	5
25825	4589	14270	5374	1887	5353	11206
191585	451	2238	201	380	1025	672
54097	34	137	64	35	34	51
4600	2033	736	867	1024	276	659
4599	6017	2146	2427	4124	839	970
7113	611	1802	931	271	555	1092
105372809	0	0	1	0	1	0
105372808	0	0	0	0	1	1
105372812	0	0	1	0	0	0
107985478	0	1	1	0	2	0
105372813	0	0	0	0	1	0
54090	0	0	0	0	0	0
150135	4	7	9	6	1	1
54089	1	2	0	0	0	1
54101	437	856	382	98	309	424
102465488	0	4	1	0	0	0
102724800	5	1	2	0	0	0
63977	262	395	433	197	163	292
25966	875	981	1071	379	388	697
106635524	0	0	0	1	0	0
49854	1417	1710	1453	274	230	577
150142	11	12	15	6	15	8
107985502	22	9	7	1	2	1
89766	5	0	10	0	3	1
150147	1	0	1	0	3	4
9619	1178	3226	1894	462	601	944
105372814	1	18	7	4	4	3
7033	171	369	683	135	127	292
7032	0	0	1	4	0	0
105372815	0	2	3	2	3	0
7031	0	1	4	1	4	0
64699	101	284	257	75	138	170
53347	109	152	158	52	84	64
89765	86	128	123	125	158	155
101930094	1	1	10	1	5	1
54020	607	1015	870	291	687	823
107987299	30	80	46	30	29	41
101928212	110	155	117	26	71	55
101928233	68	96	54	23	46	47
101928255	8	33	4	2	1	5
5152	427	582	451	263	296	328
105372816	10	7	4	11	9	2
101928284	2	5	8	7	4	3
107985504	14	13	19	22	14	9
101928311	4	4	5	2	6	0
107985479	0	0	1	0	0	0
10785	308	289	470	198	233	277
105372817	17	25	42	64	23	30
4731	1339	1323	2068	1351	1210	1515
90625	42	721	10	25	470	38
100847013	0	0	1	0	0	0
5316	1162	882	1466	531	530	966
875	422	236	520	131	363	270
7307	1865	1588	2520	941	1181	1287
101928369	8	15	17	7	9	9
106481742	1	1	1	1	0	0
107987300	2	2	6	3	3	0
1409	0	1	0	1	1	1
105372821	2	2	2	1	0	0
100126693	4	13	10	1	0	4
101928399	72	39	24	7	18	8
105377137	1	3	2	1	2	2
107987301	1	2	1	1	0	1
150094	2453	4249	1137	221	1354	821
107987302	11	21	9	4	10	11
284836	58	131	62	31	39	115
11077	52	69	54	24	40	53
114038	11	22	9	6	7	13
102723380	12	11	5	15	12	6
54145	10	8	8	8	21	13
102464825	0	0	0	0	0	0
23076	838	935	1114	411	341	832
8566	4109	3700	4095	2693	2964	2901
105372824	46	72	49	10	31	39
1476	3694	3090	4443	3431	3774	3308
105372825	0	3	0	0	0	1
8568	1150	923	1557	1102	1105	1115
284837	29	21	28	4	11	24
56894	2146	2253	2619	986	1290	2364
105372826	0	0	0	2	1	0
105372829	0	0	1	2	0	0
7109	1146	2404	2350	476	558	1585
5822	391	635	1077	257	438	586
8209	1543	2331	4525	1498	1812	2110
105377138	7	5	21	7	3	3
105377139	9	7	14	4	3	7
107983952	6	4	5	1	2	5
102725065	2	7	3	0	1	3
23308	569	837	662	174	436	562
29947	1	3	3	0	4	3
105372833	2	1	2	0	2	1
326	3	13	24	1	7	1
5211	7455	15410	15990	5249	12306	15119
755	1031	1196	2569	1385	1155	1431
7226	638	690	1178	744	519	387
101928607	42	41	68	27	49	23
100861510	4	1	3	3	2	0
81543	216	235	381	52	86	152
111216286	3	4	13	1	1	5
54084	26	59	42	29	41	19
54082	20	33	28	5	5	7
114043	8	6	8	2	1	2
386677	0	2	1	0	0	0
386679	0	1	4	1	0	0
386682	0	0	1	0	0	0
386672	0	4	1	2	3	1
386680	0	1	3	0	0	0
386674	0	1	2	0	1	0
386675	0	2	4	3	2	3
386681	0	0	3	0	0	0
386676	0	1	1	0	0	0
353333	0	1	2	0	0	0
386678	0	2	1	0	0	0
386684	0	0	0	0	0	0
386683	0	0	0	0	0	0
353323	0	1	1	0	0	0
353332	0	0	0	1	0	0
386685	2	0	4	2	4	4
7327	2501	2556	3895	1238	1448	2655
101928689	4	1	6	4	3	14
6612	2176	2090	3707	1434	1571	2520
754	20039	18739	23888	7709	8008	12887
3689	2031	5116	3767	932	2003	1135
107987303	0	4	3	2	43	18
100505746	148	85	209	91	108	90
84536	36	43	78	43	49	46
112268278	3	7	13	15	5	8
85395	1011	503	1652	1445	627	488
107985497	11	6	4	11	5	5
727699	2	2	9	0	1	1
378825	0	0	0	0	0	0
105372836	8	3	14	5	3	17
728039	46	35	80	67	30	41
104	1446	1288	1851	703	504	1014
105372835	3	1	5	9	1	1
114042	2	5	2	2	2	3
23275	2013	2665	3032	666	1290	1591
642852	451	618	742	139	214	587
105372838	40	23	44	19	24	22
388830	0	0	0	1	0	3
105372839	1	1	7	2	3	2
101928745	243	426	495	78	141	262
80781	16424	15661	25151	6495	16954	15406
100874236	18	8	11	8	1	6
378832	21	19	15	15	4	7
102465489	3	11	8	1	1	4
6573	2027	1600	3637	1843	2918	1738
107987304	2	2	0	1	2	0
107985485	4	2	5	6	1	0
105372840	7	3	13	9	2	5
54039	2907	1626	3476	2598	1825	1784
100129027	5	2	22	24	11	47
101928796	9	9	17	23	7	11
105372841	13	11	18	4	6	22
1291	16090	24223	54289	17043	33926	52526
105372842	10	6	31	1	15	25
1292	29950	42619	112896	37262	56990	68838
10841	8	15	44	10	15	25
100861507	0	0	0	0	0	1
84221	84	171	300	162	301	338
4047	3822	3097	6386	2656	2459	4378
109623452	18	43	22	9	7	30
114044	544	562	872	236	305	492
8888	2269	3351	3709	1344	1568	2630
54059	430	350	978	703	222	538
54058	103	141	267	136	154	162
5116	725	1312	1536	653	686	1384
23181	1556	2180	2187	527	592	1599
100862692	2	2	1	4	0	1
6285	68	38	67	68	99	32
3275	4277	4369	7749	2414	3263	5006
105379418	0	0	1	0	1	0
102723780	2	3	4	1	1	3
107984037	1	2	8	3	0	3
102723769	0	0	0	1	2	1
107987323	0	0	2	0	1	0
105379516	0	4	0	3	0	3
105379428	0	0	0	0	1	0
81061	0	0	0	0	1	0
112268291	0	0	0	0	1	0
23784	1	2	0	2	3	3
100852406	0	0	0	0	1	0
106146148	0	0	1	0	2	0
107987324	0	1	0	0	3	0
503637	79	85	332	23	46	91
106480334	25	25	78	8	21	17
150160	0	0	3	0	0	4
387590	85	111	215	45	165	105
112268292	63	150	209	87	143	88
23783	3	2	12	4	6	1
101929350	1	0	3	0	0	0
150165	9	10	19	2	11	4
27437	0	0	0	0	0	0
128954	0	0	5	0	2	0
100130418	37	16	66	17	39	28
23765	1113	1359	1914	739	913	1088
27439	65	33	81	31	53	51
100996342	6	5	3	3	0	0
27440	925	1237	1801	469	905	1205
100130717	2	5	6	6	5	5
51816	2260	22781	2522	5022	4029	35623
107985573	3	64	8	16	10	26
27442	2	8	1	0	1	1
27443	200	509	366	96	249	472
83733	189	182	384	421	235	177
105372850	0	0	1	0	0	2
101929372	3	7	5	0	1	10
529	4631	3720	6273	2262	3187	3251
23786	1246	1396	1628	473	546	1511
637	496	428	987	296	430	411
100423025	0	1	0	0	0	0
200298	26	50	84	34	22	21
57553	1005	2188	1381	331	866	1200
693233	2	1	1	1	4	0
100192420	0	2	0	0	0	0
105372853	0	0	0	0	2	0
55670	1599	1912	2323	768	1162	1727
51807	58	61	106	80	81	52
11274	367	211	222	59	87	185
100996415	0	0	0	0	0	0
105372858	0	0	1	0	0	0
105379518	0	0	0	0	0	0
105372942	61	30	17	14	11	34
729461	0	0	0	0	0	0
107987325	0	0	1	0	1	0
653203	0	0	0	0	0	0
728226	436	576	219	227	521	222
728229	27	45	31	53	80	27
728233	461	850	781	444	1213	503
85376	13	16	18	9	21	25
105372871	0	0	0	0	0	0
642643	0	0	0	0	0	0
105377182	97	61	34	13	23	52
2679	1103	1602	583	587	1053	803
101929738	0	2	0	0	0	1
102725072	12	27	21	16	16	25
100996432	0	0	0	0	0	0
8214	50	89	154	94	166	175
5625	94	195	304	62	390	605
26220	8	24	11	6	14	5
25787	6	10	8	0	5	8
26222	1	1	0	0	0	2
9993	2935	4349	5888	1622	2759	4293
25786	56	108	70	31	21	20
8220	569	690	1138	545	968	922
23617	10	10	12	3	5	21
112268297	22	22	17	5	17	27
2928	0	0	0	0	0	0
100652736	42	27	95	36	32	80
6576	1973	1964	3073	2428	3075	2519
8218	130	173	247	138	222	394
112268289	10	17	28	4	13	27
105372859	132	108	167	25	86	137
7290	1338	1167	1756	420	610	1373
64976	885	580	1532	1084	877	951
128977	472	500	857	410	347	466
105372860	243	523	445	66	83	272
7353	1689	1398	2464	1607	1564	1497
8318	52	63	217	57	100	80
7122	1480	1647	2553	737	1178	1490
150185	0	0	0	0	0	0
5413	1776	1533	3633	1734	3039	3408
100526833	2013	1843	4418	2460	3967	4311
2812	139	135	523	679	735	471
105372861	4	2	10	2	6	9
6899	104	314	365	54	93	233
54584	223	292	542	282	168	148
79680	1595	1682	3701	947	606	1313
10587	683	990	1818	1101	921	906
1312	4328	2969	5727	2856	3184	2900
100616414	499	361	652	250	353	339
421	452	1006	726	201	338	546
128989	1826	1989	2329	1284	1161	1517
406961	1	0	2	0	0	0
54487	1509	1811	2968	737	1054	1870
100500860	7	16	12	2	0	16
100302197	10	31	32	2	3	28
27037	1274	1434	2913	1111	1456	1530
102465490	5	1	5	2	1	1
5902	1453	1427	3171	1410	1363	1549
109617010	12	20	49	9	13	20
29801	1643	2048	2623	712	1843	2205
388849	62	134	109	63	86	124
284865	16	17	30	13	17	27
105372862	11	4	20	9	5	22
150197	10	3	36	17	15	23
105372863	0	0	0	1	0	1
65078	249	217	188	97	276	70
105372864	20	6	3	0	6	2
100302118	0	0	0	0	0	0
85359	838	859	2514	1378	1594	1417
101927859	1	0	0	0	0	0
373856	21	19	16	7	10	10
7625	277	409	524	121	128	420
91179	784	682	1741	649	1195	1329
107985588	18	20	47	4	20	29
84861	966	1063	1931	851	1021	1168
101928824	40	43	40	7	18	31
51586	3614	4546	5127	1647	3682	3612
266697	1	0	1	0	0	0
107985584	6	10	2	11	8	17
84222	51	51	89	67	58	27
5297	3377	4632	4368	1356	2394	3422
3053	72	88	113	20	9	29
9342	1755	1743	2372	1360	1099	1538
1399	1811	3025	2984	596	1223	2008
101928891	12	18	22	17	12	17
150209	52	77	89	47	68	36
8216	2877	3665	6174	1498	2689	3535
80764	529	472	1181	995	737	765
439931	57	74	181	37	63	141
113691	6	14	22	10	15	20
9127	57	44	90	75	80	72
6545	10	33	5	13	10	33
693234	0	0	0	0	0	0
440799	0	0	3	0	0	0
400891	5	2	17	13	12	23
400892	19	34	16	24	31	34
112268299	1	0	0	0	1	1
642633	0	0	1	0	0	0
105372935	84	40	43	28	25	51
728441	1026	1915	837	506	1060	775
29797	23	34	28	18	26	32
100996335	0	0	0	0	0	0
105377190	0	0	0	0	0	0
440804	16	15	19	12	12	31
23119	397	853	471	147	322	459
105377191	2	4	4	4	1	4
645426	40	42	77	73	49	22
375133	955	1525	2049	477	915	941
150221	14	19	24	13	16	23
7332	3765	3151	4760	2914	2981	2988
150223	409	531	829	414	594	535
164592	18	17	36	14	25	22
23753	1252	1614	2568	2797	2389	2033
100126318	0	0	0	0	0	0
406920	1	1	1	0	0	2
107985532	13	22	55	13	21	43
23759	1888	2678	3335	816	1544	2413
29799	378	636	667	418	225	296
5594	2335	3602	4308	762	1272	2948
9647	1594	2165	3026	1206	1238	2391
100286925	88	175	181	78	135	290
8940	772	1275	1596	305	597	897
649179	1	0	1	0	2	1
28763	1	0	1	0	2	0
28784	0	19	3	0	0	2
28764	0	0	0	0	0	0
28771	0	0	0	0	1	0
84097	0	0	0	0	0	0
28757	0	0	0	0	0	0
28759	0	0	2	0	0	0
28760	0	0	1	0	1	0
28765	3	0	0	0	0	3
28819	0	0	0	1	0	0
102724653	0	0	0	0	0	1
28774	2	2	1	0	3	8
28785	0	0	1	0	4	0
28761	0	0	0	0	1	0
28758	0	0	0	0	0	0
28778	4	0	5	0	0	0
28766	0	0	0	0	0	0
28770	0	0	1	0	0	0
28772	0	0	1	0	0	4
28762	0	0	0	0	0	0
7441	0	0	7	0	0	0
105372952	2	47	15	15	17	12
96610	561	589	732	318	397	695
28779	48	78	77	10	27	75
28820	13	17	16	7	10	8
28821	0	0	1	2	0	0
28773	2	1	0	0	0	0
28780	0	0	0	0	0	0
28822	5	9	3	1	1	3
28775	9	2	1	0	0	5
28781	0	6	1	0	1	1
28823	5	12	12	4	2	36
28776	1	2	4	0	0	0
28767	0	0	0	0	0	0
84089	0	0	0	0	0	0
101929255	0	2	8	2	3	0
28824	0	0	2	0	1	0
28825	1	3	4	1	2	6
28768	0	0	0	0	0	0
28783	0	0	1	0	0	0
28826	0	0	0	0	0	0
28777	0	0	0	0	0	0
140883	51	89	301	19	35	411
129025	2	1	5	0	1	7
23532	70	555	429	99	101	547
648691	0	0	1	0	0	0
28810	0	0	0	0	0	0
28811	0	0	2	0	0	0
28787	0	0	2	0	0	0
28788	0	0	0	0	0	0
28789	0	0	0	0	0	0
25812	81	90	92	40	44	65
91227	145	200	101	211	182	127
28790	1	0	0	0	1	0
28812	4	1	1	2	1	6
28791	0	1	0	0	0	1
28792	0	0	0	0	0	0
84090	0	0	1	0	0	2
28793	4	5	5	7	0	1
112267890	1	1	10	3	3	13
28794	0	0	2	0	0	0
105372949	0	0	0	0	0	0
28813	2	14	6	8	3	18
84091	0	0	0	0	0	0
28795	0	0	0	0	1	0
28796	0	0	4	0	2	5
28769	0	0	0	0	0	0
28797	1	4	10	5	1	4
28814	3	1	2	0	0	0
28798	0	0	0	0	0	0
28799	1	0	2	0	0	0
28800	0	0	0	0	0	0
107985542	1	0	0	0	0	0
28815	8	41	10	0	14	7
28801	0	0	0	0	0	0
28802	0	0	0	0	0	0
107985543	3	1	1	1	0	0
28816	2	7	4	0	2	13
28803	0	0	0	1	5	12
28804	2	2	1	0	0	1
105372948	1	1	0	2	3	2
723778	5	0	2	0	2	4
28817	8	1	2	0	3	4
28805	0	0	0	0	0	0
28806	0	0	0	0	0	0
28818	0	1	0	0	0	0
28807	0	0	0	0	0	0
28786	0	0	1	0	1	0
28808	0	1	0	0	0	0
102724638	4	4	0	3	3	1
28809	2	5	0	3	3	1
100847006	0	0	0	0	0	0
100423062	9	5	42	52	14	33
28833	1	0	5	3	1	5
3537	9	5	42	52	14	30
28832	6	21	12	8	9	11
3538	56	95	65	101	75	106
28831	3	4	6	4	2	10
3539	22	45	23	55	35	45
28830	0	0	0	0	0	0
3540	0	0	0	0	0	0
28829	0	0	0	0	0	0
3541	0	0	0	1	0	0
28828	0	1	0	0	0	1
3542	0	0	0	4	3	1
105372947	0	0	0	0	1	0
28827	0	0	0	0	0	0
28834	0	0	0	1	0	0
27156	7	27	15	9	19	14
2781	27	58	71	24	29	24
9609	299	333	435	250	281	352
613	2575	3843	3542	1170	1774	2405
26226	68	50	91	35	30	89
107985554	14	26	26	6	6	12
102724679	0	2	0	0	0	0
649264	0	4	3	0	0	0
150244	20	116	81	62	65	34
107985555	16	39	33	2	13	18
101929374	3	28	30	7	19	47
388882	0	3	1	0	4	26
105372955	0	0	0	0	1	0
107985580	11	25	54	8	9	20
101978785	129	295	344	46	34	161
105372957	0	0	0	1	0	0
3543	0	0	5	0	1	1
51233	82	62	137	39	43	77
91316	879	1001	1438	537	650	852
266747	568	797	920	103	214	734
7621	152	272	284	96	132	205
29802	2	6	8	3	8	9
150248	44	31	63	154	49	32
400916	815	532	1182	1519	1011	686
107985577	4	4	7	0	4	6
4320	5445	4151	2896	1760	2403	794
6598	3166	3222	4307	1014	3164	2848
91319	84	145	147	78	125	104
66035	503	792	687	299	328	460
284889	3925	4326	6772	3926	4755	4647
4282	3915	4230	6694	3890	4740	4576
107985558	3	209	192	109	1	189
100652871	0	0	0	0	0	0
653689	280	122	251	92	302	213
100037417	1187	1354	1746	1223	890	1505
1652	905	1160	1485	1155	783	1328
2953	183	71	179	58	228	125
25774	0	0	0	1	3	0
105372959	0	0	1	0	0	0
23523	2236	2988	3503	1610	2370	3025
56241	154	207	160	115	225	480
2687	8986	2952	4350	4032	4311	3092
29774	120	122	138	45	47	304
101730217	319	593	398	81	127	469
23384	1358	1670	2173	710	827	1737
105372960	0	3	3	0	0	2
135	95	113	85	31	85	73
646023	17	51	30	15	14	18
51733	2	1	5	6	1	1
83606	3705	4527	4271	1576	1856	3257
6634	3045	2737	5098	2784	2364	2624
2678	2661	5180	1894	995	3232	4036
388886	482	570	881	319	444	406
644165	58	50	33	26	83	52
646074	49	53	41	30	43	36
105372962	0	2	6	0	0	1
440822	0	1	1	0	0	0
7152	0	0	0	0	0	1
129049	110	361	362	42	80	269
255349	1	0	6	0	2	2
85379	340	865	538	185	195	609
100128531	10	20	9	17	5	19
1417	276	459	427	146	175	406
1415	3	9	8	11	5	4
105372969	0	0	0	0	0	0
91353	0	0	1	0	2	0
91355	181	606	568	111	128	266
1416	193	346	536	326	244	401
102466198	2	1	1	1	1	2
100996404	1	2	2	0	0	0
157	633	619	500	296	226	247
105372964	0	0	1	2	0	0
84700	4	7	9	1	5	4
105372963	0	0	0	0	0	0
102724801	0	0	0	0	0	0
105372972	1	0	0	0	0	0
105372971	1	0	0	0	0	0
23544	2	3	13	1	4	5
105372974	0	0	0	0	0	0
57168	143	210	91	36	91	65
89781	1112	1660	2004	451	585	1231
402055	688	636	1158	704	533	803
24144	1340	1468	2149	732	922	1758
100507599	30	19	106	33	31	71
8459	2732	2077	4138	2793	1694	2499
100313914	2	1	1	3	0	0
1414	38	49	87	43	64	39
1413	10	9	11	5	12	8
440823	201	183	319	155	95	114
102724827	55	77	96	44	47	63
105372976	65	88	142	73	47	82
110091768	16	15	40	14	4	13
101929539	6	3	6	3	1	3
107985582	3	1	10	1	0	2
284898	0	0	0	1	2	0
107985534	0	2	0	0	0	1
105372977	0	0	0	0	0	0
105372978	1	0	5	1	0	4
100507657	0	0	0	0	5	1
105372979	0	0	0	0	0	0
102724900	0	1	0	0	1	0
105372980	0	0	0	0	0	0
105372981	0	0	0	0	0	0
4330	65	158	132	48	60	114
107985529	4	6	9	14	6	4
23760	2442	2691	2739	989	1183	1943
284900	558	534	1071	223	284	505
100423034	0	2	0	0	0	0
100422998	0	2	0	0	0	0
23331	1195	1945	1740	929	545	1032
102466081	0	3	2	0	0	0
101929594	11	5	18	47	6	10
11200	1385	1503	2704	1591	1397	1469
150274	445	511	798	920	454	467
150275	1032	1210	1646	555	555	1178
7494	11953	11499	16921	5639	7444	13609
84133	306	441	455	207	306	549
107985549	5	7	6	16	5	3
100874123	11	15	24	14	11	22
25770	103	66	243	232	108	73
83999	5503	3913	8998	2028	2896	4758
101929638	127	121	312	167	176	209
129080	1856	1835	5712	7112	3912	4052
105372985	13	6	9	5	6	4
25807	729	788	1321	791	989	1106
2130	8106	8583	13525	3904	6924	8313
10634	714	789	985	420	763	786
10633	99	60	101	115	70	77
162	3781	5149	5143	1914	3412	3565
100113380	4	22	11	0	5	7
5988	7	13	17	14	10	21
102723305	2	4	5	1	3	6
10740	5	22	23	12	7	26
107985541	5	5	18	9	5	9
4744	63	74	162	33	68	274
8563	1162	1626	1935	758	792	1058
8508	890	1284	1612	614	1009	1458
4771	1895	1294	1981	1349	1674	1908
164633	81	61	155	209	122	90
55954	392	381	801	403	383	389
29796	1936	1453	3033	2851	1827	1663
84164	4256	3635	6254	2902	3855	3829
8897	2228	3755	3697	653	1069	2608
102466742	0	1	0	0	0	0
101929664	22	60	43	6	3	27
150280	9	20	11	6	22	10
105372988	243	502	320	168	230	548
110806283	3	7	9	23	37	28
3976	4268	11566	6753	1618	3684	5771
91370	129	599	290	49	35	266
5008	345	326	246	27	300	43
652968	357	1120	959	262	719	769
83874	1131	2765	2328	542	1733	1592
10291	2522	4622	3954	933	2582	4060
550631	253	386	464	274	307	338
85371	125	176	227	122	204	170
200312	605	893	1462	437	875	756
23541	229	311	314	73	291	193
105372989	21	22	44	20	47	19
51537	583	711	784	518	932	533
105372990	4	6	8	0	4	3
266629	4	1	2	0	1	0
105372991	0	0	0	0	0	0
376844	0	0	0	0	0	0
107985579	0	0	1	1	0	0
284904	58	125	75	19	26	95
730005	501	939	433	258	507	1283
9514	91	151	223	40	242	246
23481	3288	2772	5271	3061	3722	3552
6948	1254	1913	1407	714	1089	1824
339665	137	150	211	67	82	142
150290	160	248	213	134	83	178
23762	53	132	142	24	40	126
100422912	0	0	0	0	0	0
105372994	3	1	2	0	4	1
107985544	26	72	95	46	42	80
150291	51	53	122	43	71	74
22880	1597	2052	2215	805	1432	1619
55000	4363	5110	7643	2502	2283	4707
6525	5588	6998	9977	2917	3820	3598
140606	4442	2317	6911	11363	3858	2729
27124	26	37	72	15	27	57
105372995	2	4	1	0	1	3
50487	0	0	1	0	0	0
100500901	0	0	1	0	0	0
91445	1854	1973	2567	847	1097	1683
3985	4650	6186	6120	1756	2849	4142
